▶ skipping venv without pytest: /c/Users/given/hermes-audit/hermes-agent/.venv
▶ running per-file parallel test suite via run_tests_parallel.py
  (TZ=UTC LANG=C.UTF-8 PYTHONHASHSEED=0; clean env)
▶ pre-compiling bytecode cache
▶ launching test runner
Discovered 3152 test files (~31960 tests) under ['tests']; running with -j 32
[  0.0% |     3/~31960 | ✓3 | ✗0] ✓ tests\acp\test_auth.py (3✓, 12.9s)
[ 47.8% | 15291/~31960 | ✓16813 | ✗   63] ✓ tests\hermes_cli\test_plugin_ownership_ledger.py (27✓, 24.8s)
[ 47.9% | 15296/~31960 | ✓16818 | ✗   63] ✓ tests\hermes_cli\test_plugins_hub_perf_guard.py (5✓, 13.5s)
[ 47.9% | 15299/~31960 | ✓16821 | ✗   63] ✓ tests\hermes_cli\test_plugins_transcription_registration.py (3✓, 13.4s)
[ 47.9% | 15318/~31960 | ✓16840 | ✗   63] ✓ tests\hermes_cli\test_plugin_manifest_v2.py (19✓, 28.9s)
[ 47.9% | 15321/~31960 | ✓16843 | ✗   63] ✓ tests\hermes_cli\test_plugins_tts_registration.py (3✓, 13.9s)
[ 47.9% | 15323/~31960 | ✓16845 | ✗   63] ✓ tests\hermes_cli\test_profile_describer.py (2✓, 13.0s)
[ 48.0% | 15325/~31960 | ✓16847 | ✗   63] ✓ tests\hermes_cli\test_profile_install_env_encoding.py (2✓, 11.3s)
[ 48.0% | 15326/~31960 | ✓16848 | ✗   63] ✓ tests\hermes_cli\test_profile_skill_count_cache.py (1✓, 11.5s)
[ 48.0% | 15330/~31960 | ✓16851 | ✗   63] ✓ tests\hermes_cli\test_profile_export_credentials.py (3✓ 1s, 12.7s)
[ 48.0% | 15340/~31960 | ✓16863 | ✗   63] ✓ tests\hermes_cli\test_plugin_scanner_recursion.py (12✓, 30.6s)
[ 48.0% | 15352/~31960 | ✓16875 | ✗   63] ✓ tests\hermes_cli\test_profile_display_name.py (12✓, 16.5s)
[ 48.1% | 15374/~31960 | ✓16893 | ✗   63] ✗ tests\hermes_cli\test_npm_engine.py (18✓ 4e, 66.1s)

  ╔╍ Failed: tests\hermes_cli\test_npm_engine.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║         (node / "bin").mkdir(parents=True)
  ║         (node / "lib" / "node_modules" / "npm" / "bin").mkdir(parents=True)
  ║         cli = node / "lib" / "node_modules" / "npm" / "bin" / "npm-cli.js"
  ║         cli.write_text("#!/usr/bin/env node\n", encoding="utf-8")
  ║ >       (node / "bin" / "npm").symlink_to(cli)
  ║ 
  ║ tests\hermes_cli\test_npm_engine.py:101: 
  ║ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
  ║ 
  ║ self = WindowsPath('C:/Users/given/AppData/Local/Temp/pytest-of-unknown/pytest-25212/test_no_npm_is_not_managed0/.hermes/node/bin/npm')
  ║ target = WindowsPath('C:/Users/given/AppData/Local/Temp/pytest-of-unknown/pytest-25212/test_no_npm_is_not_managed0/.hermes/node/lib/node_modules/npm/bin/npm-cli.js')
  ║ target_is_directory = False
  ║ 
  ║     def symlink_to(self, target, target_is_directory=False):
  ║         """
  ║         Make this path a symlink pointing to the target path.
  ║         Note the order of arguments (link, target) is the reverse of os.symlink.
  ║         """
  ║         if not hasattr(os, "symlink"):
  ║             raise NotImplementedError("os.symlink() not available on this system")
  ║ >       os.symlink(target, self, target_is_directory)
  ║ E       OSError: [WinError 1314] 客户端没有所需的特权。: 'C:\\Users\\given\\AppData\\Local\\Temp\\pytest-of-unknown\\pytest-25212\\test_no_npm_is_not_managed0\\.hermes\\node\\lib\\node_modules\\npm\\bin\\npm-cli.js' -> 'C:\\Users\\given\\AppData\\Local\\Temp\\pytest-of-unknown\\pytest-25212\\test_no_npm_is_not_managed0\\.hermes\\node\\bin\\npm'
  ║ 
  ║ ..\..\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:1198: OSError
  ║ =========================== short test summary info ===========================
  ║ ERROR tests/hermes_cli/test_npm_engine.py::TestManagedDetection::test_direct_managed_bin_is_managed
  ║ ERROR tests/hermes_cli/test_npm_engine.py::TestManagedDetection::test_symlink_from_local_bin_resolves_to_managed
  ║ ERROR tests/hermes_cli/test_npm_engine.py::TestManagedDetection::test_system_npm_is_not_managed
  ║ ERROR tests/hermes_cli/test_npm_engine.py::TestManagedDetection::test_no_npm_is_not_managed
  ║ ======================== 18 passed, 4 errors in 33.31s ========================
  ║
  ║  Repro: python -m pytest tests\hermes_cli\test_npm_engine.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 48.1% | 15377/~31960 | ✓16896 | ✗   63] ✓ tests\hermes_cli\test_profiles_s6_hooks.py (3✓, 11.7s)
[ 48.2% | 15400/~31960 | ✓16919 | ✗   63] ✓ tests\hermes_cli\test_ollama_cloud_provider.py (23✓, 64.5s)
[ 48.2% | 15404/~31960 | ✓16923 | ✗   63] ✓ tests\hermes_cli\test_post_setup_gating.py (4✓, 19.9s)
[ 48.2% | 15419/~31960 | ✓16944 | ✗   63] ✓ tests\hermes_cli\test_plugin_config_state_bridge.py (21✓, 43.8s)
[ 48.3% | 15427/~31960 | ✓16952 | ✗   63] ✓ tests\hermes_cli\test_profiles_sidebar_cache.py (8✓, 14.3s)
[ 48.3% | 15446/~31960 | ✓16982 | ✗   63] ✓ tests\hermes_cli\test_openrouter_reasoning_metadata.py (30✓, 62.7s)
[ 48.3% | 15448/~31960 | ✓16984 | ✗   63] ✓ tests\hermes_cli\test_projects_cli.py (2✓, 13.9s)
[ 48.3% | 15451/~31960 | ✓16987 | ✗   63] ✓ tests\hermes_cli\test_prompt_api_key.py (3✓, 13.5s)
[ 48.4% | 15458/~31960 | ✓16994 | ✗   63] ✓ tests\hermes_cli\test_projects_db.py (7✓, 16.8s)
[ 48.4% | 15471/~31960 | ✓17007 | ✗   63] ✓ tests\hermes_cli\test_pre_command_hook.py (13✓, 26.7s)
[ 48.4% | 15473/~31960 | ✓17009 | ✗   63] ✓ tests\hermes_cli\test_provider_groups.py (2✓, 12.6s)
[ 48.4% | 15475/~31960 | ✓17011 | ✗   63] ✓ tests\hermes_cli\test_provider_config_validation.py (2✓, 13.2s)
[ 48.4% | 15479/~31960 | ✓17015 | ✗   63] ✓ tests\hermes_cli\test_provider_catalog.py (4✓, 13.8s)
[ 48.4% | 15481/~31960 | ✓17017 | ✗   63] ✓ tests\hermes_cli\test_provider_live_curated_merge.py (2✓, 13.0s)
[ 48.5% | 15495/~31960 | ✓17017 | ✗   63] ✓ tests\hermes_cli\test_pty_bridge.py (1s, 9.7s)
[ 48.5% | 15500/~31960 | ✓17022 | ✗   63] ✓ tests\hermes_cli\test_provider_precedence.py (5✓, 14.7s)
[ 48.5% | 15503/~31960 | ✓17025 | ✗   63] ✓ tests\hermes_cli\test_prompt_compose_command.py (3✓, 21.3s)
[ 48.5% | 15506/~31960 | ✓17028 | ✗   63] ✓ tests\hermes_cli\test_psutil_android_extract.py (3✓, 13.5s)
[ 48.5% | 15508/~31960 | ✓17030 | ✗   63] ✓ tests\hermes_cli\test_quarantine_forensic_logging.py (2✓, 11.5s)
[ 48.8% | 15592/~31960 | ✓17123 | ✗   63] ✓ tests\hermes_cli\test_ios_intelligence.py (93✓, 212.6s)
[ 48.8% | 15596/~31960 | ✓17127 | ✗   63] ✓ tests\hermes_cli\test_proxy.py (4✓, 15.6s)
[ 48.8% | 15605/~31960 | ✓17150 | ✗   63] ✓ tests\hermes_cli\test_project_plugin_rce_bypass.py (23✓, 26.8s)
[ 48.8% | 15607/~31960 | ✓17152 | ✗   63] ✓ tests\hermes_cli\test_read_raw_config_readonly.py (2✓, 13.5s)
[ 48.9% | 15613/~31960 | ✓17158 | ✗   63] ✓ tests\hermes_cli\test_read_raw_config_strict.py (6✓, 12.5s)
[ 48.9% | 15614/~31960 | ✓17159 | ✗   63] ✓ tests\hermes_cli\test_reasoning_effort_menu.py (1✓, 11.3s)
[ 48.9% | 15620/~31960 | ✓17165 | ✗   63] ✓ tests\hermes_cli\test_quarantine_noop_restore.py (6✓, 16.2s)
[ 48.9% | 15623/~31960 | ✓17168 | ✗   63] ✓ tests\hermes_cli\test_reasoning_full_command.py (3✓, 13.9s)
[ 48.9% | 15626/~31960 | ✓17171 | ✗   63] ✓ tests\hermes_cli\test_regression_16767.py (3✓, 14.8s)
[ 48.9% | 15642/~31960 | ✓17185 | ✗   63] ✓ tests\hermes_cli\test_relaunch.py (14✓ 2s, 14.9s)
[ 49.0% | 15676/~31960 | ✓17234 | ✗   63] ✓ tests\hermes_cli\test_profile_distribution.py (49✓ 3s, 42.4s)
[ 49.1% | 15680/~31960 | ✓17238 | ✗   63] ✓ tests\hermes_cli\test_remote_spending_gate_contract.py (4✓, 14.7s)
[ 49.1% | 15685/~31960 | ✓17243 | ✗   63] ✓ tests\hermes_cli\test_resolve_ephemeral_system_prompt.py (5✓, 14.7s)
[ 49.1% | 15688/~31960 | ✓17246 | ✗   63] ✓ tests\hermes_cli\test_redact_config_bridge.py (3✓, 20.1s)
[ 49.1% | 15689/~31960 | ✓17247 | ✗   63] ✓ tests\hermes_cli\test_resolve_provider_openrouter_pool.py (1✓, 14.4s)
[ 49.1% | 15691/~31960 | ✓17249 | ✗   63] ✓ tests\hermes_cli\test_run_with_idle_timeout.py (2✓, 13.4s)
[ 49.1% | 15694/~31960 | ✓17252 | ✗   63] ✓ tests\hermes_cli\test_resolve_token_memo.py (3✓, 14.9s)
[ 49.1% | 15696/~31960 | ✓17254 | ✗   63] ✓ tests\hermes_cli\test_safe_mode.py (2✓, 13.2s)
[ 49.3% | 15746/~31960 | ✓17308 | ✗   63] ✓ tests\hermes_cli\test_profiles.py (54✓ 2s, 45.5s)
[ 49.5% | 15810/~31960 | ✓17372 | ✗   63] ✓ tests\hermes_cli\test_plugins.py (64✓, 63.5s)
[ 49.5% | 15813/~31960 | ✓17375 | ✗   63] ✓ tests\hermes_cli\test_secret_prompt.py (3✓, 12.1s)
[ 49.5% | 15815/~31960 | ✓17377 | ✗   63] ✓ tests\hermes_cli\test_resolve_last_session.py (2✓, 22.1s)
[ 49.5% | 15821/~31960 | ✓17383 | ✗   63] ✓ tests\hermes_cli\test_safe_delete.py (6✓, 17.3s)
[ 49.5% | 15825/~31960 | ✓17387 | ✗   63] ✓ tests\hermes_cli\test_sale_pricing.py (4✓, 14.7s)
[ 49.5% | 15828/~31960 | ✓17390 | ✗   63] ✓ tests\hermes_cli\test_prompt_size.py (3✓, 42.3s)
[ 49.5% | 15831/~31960 | ✓17393 | ✗   63] ✓ tests\hermes_cli\test_provider_section3_grouping.py (3✓, 38.5s)
[ 49.5% | 15833/~31960 | ✓17395 | ✗   63] ✓ tests\hermes_cli\test_secrets_token_rotation.py (2✓, 11.2s)
[ 49.5% | 15835/~31960 | ✓17397 | ✗   63] ✓ tests\hermes_cli\test_secrets_bitwarden_non_tty.py (2✓, 11.2s)
[ 49.6% | 15843/~31960 | ✓17407 | ✗   63] ✓ tests\hermes_cli\test_runtime_transport_precedence.py (10✓, 21.8s)
[ 49.6% | 15851/~31960 | ✓17415 | ✗   63] ✓ tests\hermes_cli\test_secret_source_bootstrap.py (8✓, 15.8s)
[ 49.6% | 15854/~31960 | ✓17418 | ✗   63] ✓ tests\hermes_cli\test_security_audit_startup.py (3✓, 11.1s)
[ 49.6% | 15865/~31960 | ✓17429 | ✗   63] ✓ tests\hermes_cli\test_security_advisories.py (11✓, 12.8s)
[ 49.7% | 15884/~31960 | ✓17460 | ✗   63] ✓ tests\hermes_cli\test_scan_venv_blockers.py (31✓, 18.1s)
[ 49.7% | 15896/~31960 | ✓17472 | ✗   63] ✓ tests\hermes_cli\test_resume_latest_and_in_dir.py (12✓, 27.0s)
[ 49.8% | 15910/~31960 | ✓17486 | ✗   63] ✓ tests\hermes_cli\test_security_audit.py (14✓, 13.7s)
[ 49.8% | 15912/~31960 | ✓17488 | ✗   63] ✓ tests\hermes_cli\test_provider_parity.py (2✓, 45.1s)
[ 49.8% | 15923/~31960 | ✓17499 | ✗   63] ✓ tests\hermes_cli\test_send_cmd.py (11✓, 14.0s)
[ 49.8% | 15925/~31960 | ✓17501 | ✗   63] ✓ tests\hermes_cli\test_serve_command.py (2✓, 11.5s)
[ 49.9% | 15933/~31960 | ✓17505 | ✗   63] ✓ tests\hermes_cli\test_service_manager.py (4✓ 4s, 12.4s)
[ 49.9% | 15941/~31960 | ✓17513 | ✗   63] ✓ tests\hermes_cli\test_profiles_sidebar_scope.py (8✓, 57.7s)
[ 49.9% | 15946/~31960 | ✓17518 | ✗   63] ✓ tests\hermes_cli\test_serve_parent_watchdog.py (5✓, 16.0s)
[ 49.9% | 15954/~31960 | ✓17524 | ✗   63] ✓ tests\hermes_cli\test_session_browse.py (6✓ 2s, 13.2s)
[ 49.9% | 15956/~31960 | ✓17526 | ✗   63] ✓ tests\hermes_cli\test_session_export_md.py (2✓, 13.3s)
[ 49.9% | 15960/~31960 | ✓17530 | ✗   63] ✓ tests\hermes_cli\test_session_export_html.py (4✓, 13.8s)
[ 49.9% | 15963/~31960 | ✓17533 | ✗   63] ✓ tests\hermes_cli\test_session_export_html_escape.py (3✓, 13.7s)
[ 50.0% | 15966/~31960 | ✓17536 | ✗   63] ✓ tests\hermes_cli\test_session_export.py (3✓, 14.6s)
[ 50.0% | 15971/~31960 | ✓17548 | ✗   63] ✓ tests\hermes_cli\test_session_filters.py (12✓, 13.7s)
[ 50.0% | 15973/~31960 | ✓17550 | ✗   63] ✓ tests\hermes_cli\test_session_recap.py (2✓, 14.4s)
[ 50.2% | 16052/~31960 | ✓17629 | ✗   63] ✓ tests\hermes_cli\test_models.py (79✓, 136.1s)
[ 50.4% | 16109/~31960 | ✓17688 | ✗   63] ✓ tests\hermes_cli\test_runtime_provider_resolution.py (59✓, 38.6s)
[ 50.5% | 16149/~31960 | ✓17733 | ✗   63] ✓ tests\hermes_cli\test_relay_shared_metrics_runtime.py (45✓, 44.7s)
[ 50.6% | 16161/~31960 | ✓17745 | ✗   63] ✓ tests\hermes_cli\test_session_save.py (12✓, 17.6s)
[ 50.6% | 16164/~31960 | ✓17748 | ✗   63] ✓ tests\hermes_cli\test_sessions_size_delta_label.py (3✓, 16.0s)
[ 50.7% | 16216/~31960 | ✓17855 | ✗   63] ✓ tests\hermes_cli\test_relay_shared_metrics.py (107✓ 1s, 49.7s)
[ 50.8% | 16221/~31960 | ✓17860 | ✗   63] ✓ tests\hermes_cli\test_session_handoff.py (5✓, 20.9s)
[ 50.8% | 16223/~31960 | ✓17862 | ✗   63] ✓ tests\hermes_cli\test_setup_agent_settings.py (2✓, 15.0s)
[ 50.8% | 16225/~31960 | ✓17863 | ✗   63] ✓ tests\hermes_cli\test_setup_hermes_script.py (1✓ 1s, 12.2s)
[ 50.8% | 16226/~31960 | ✓17864 | ✗   63] ✓ tests\hermes_cli\test_setup_matrix_e2ee.py (1✓, 12.8s)
[ 50.8% | 16228/~31960 | ✓17866 | ✗   63] ✓ tests\hermes_cli\test_setup_noninteractive.py (2✓, 14.7s)
[ 50.8% | 16230/~31960 | ✓17868 | ✗   63] ✓ tests\hermes_cli\test_setup_prompt_menus.py (2✓, 11.7s)
[ 50.8% | 16235/~31960 | ✓17873 | ✗   63] ✓ tests\hermes_cli\test_setup.py (5✓, 21.5s)
[ 50.8% | 16239/~31960 | ✓17877 | ✗   63] ✓ tests\hermes_cli\test_setup_blank_slate.py (4✓, 20.7s)
[ 50.8% | 16241/~31960 | ✓17879 | ✗   63] ✓ tests\hermes_cli\test_setup_summary_provider_warning.py (2✓, 11.4s)
[ 50.8% | 16244/~31960 | ✓17882 | ✗   63] ✓ tests\hermes_cli\test_setup_model_provider.py (3✓, 17.9s)
[ 50.8% | 16247/~31960 | ✓17885 | ✗   63] ✓ tests\hermes_cli\test_setup_telemetry.py (3✓, 11.8s)
[ 50.8% | 16249/~31960 | ✓17885 | ✗   63] ✓ tests\hermes_cli\test_signal_handler_kanban_worker.py (2s, 9.6s)
[ 50.8% | 16251/~31960 | ✓17887 | ✗   63] ✓ tests\hermes_cli\test_sessions_export_md_cli.py (2✓, 27.1s)
[ 50.9% | 16252/~31960 | ✓17888 | ✗   63] ✓ tests\hermes_cli\test_setup_tts_xai_oauth.py (1✓, 12.2s)
[ 50.9% | 16256/~31960 | ✓17892 | ✗   63] ✓ tests\hermes_cli\test_setup_reconfigure.py (4✓, 17.1s)
[ 50.9% | 16262/~31960 | ✓17898 | ✗   63] ✓ tests\hermes_cli\test_setup_irc.py (6✓, 23.4s)
[ 50.9% | 16271/~31960 | ✓17907 | ✗   63] ✓ tests\hermes_cli\test_setup_openclaw_migration.py (9✓, 22.5s)
[ 50.9% | 16282/~31960 | ✓17918 | ✗   63] ✓ tests\hermes_cli\test_skills_config.py (11✓, 15.5s)
[ 51.0% | 16286/~31960 | ✓17932 | ✗   63] ✓ tests\hermes_cli\test_sizefmt.py (14✓, 16.2s)
[ 51.0% | 16294/~31960 | ✓17940 | ✗   63] ✓ tests\hermes_cli\test_skills_hub.py (8✓, 15.5s)
[ 51.0% | 16298/~31960 | ✓17944 | ✗   63] ✓ tests\hermes_cli\test_sessions_delete.py (4✓, 35.6s)
[ 51.0% | 16303/~31960 | ✓17949 | ✗   63] ✓ tests\hermes_cli\test_skills_skip_confirm.py (5✓, 14.5s)
[ 51.0% | 16304/~31960 | ✓17950 | ✗   63] ✓ tests\hermes_cli\test_skills_subparser.py (1✓, 12.8s)
[ 51.0% | 16310/~31960 | ✓17956 | ✗   63] ✓ tests\hermes_cli\test_session_listing.py (6✓, 41.1s)
[ 51.1% | 16318/~31960 | ✓17969 | ✗   63] ✓ tests\hermes_cli\test_setup_hidden_env.py (13✓, 31.9s)
[ 51.1% | 16320/~31960 | ✓17971 | ✗   63] ✓ tests\hermes_cli\test_skills_install_flags.py (2✓, 20.4s)
[ 51.1% | 16325/~31960 | ✓17975 | ✗   63] ✓ tests\hermes_cli\test_skin_cmd.py (4✓ 1s, 16.4s)
[ 51.1% | 16338/~31960 | ✓17988 | ✗   63] ✓ tests\hermes_cli\test_skin_engine.py (13✓, 17.7s)
[ 51.1% | 16341/~31960 | ✓17991 | ✗   63] ✓ tests\hermes_cli\test_spotify_auth.py (3✓, 15.3s)
[ 51.1% | 16347/~31960 | ✓17997 | ✗   63] ✓ tests\hermes_cli\test_sessions_pin.py (6✓, 41.2s)
[ 51.2% | 16354/~31960 | ✓17999 | ✗   63] ✓ tests\hermes_cli\test_ssh_session_token_parser.py (2✓ 5s, 13.2s)
[ 51.2% | 16357/~31960 | ✓18010 | ✗   63] ✓ tests\hermes_cli\test_sqlite_runtime.py (11✓ 1s, 15.5s)
[ 51.2% | 16360/~31960 | ✓18029 | ✗   63] ✓ tests\hermes_cli\test_skin_palettes.py (19✓, 17.6s)
[ 51.3% | 16400/~31960 | ✓18074 | ✗   63] ✓ tests\hermes_cli\test_plugins_cmd.py (45✓ 1s, 114.0s)
[ 51.3% | 16402/~31960 | ✓18076 | ✗   63] ✓ tests\hermes_cli\test_startup_plugin_gating.py (2✓, 13.8s)
[ 51.3% | 16406/~31960 | ✓18080 | ✗   63] ✓ tests\hermes_cli\test_startup_fast_guards.py (4✓, 16.2s)
[ 51.3% | 16408/~31960 | ✓18082 | ✗   63] ✓ tests\hermes_cli\test_ssh_ownership_endpoint.py (2✓, 18.8s)
[ 51.3% | 16410/~31960 | ✓18084 | ✗   63] ✓ tests\hermes_cli\test_spawn_gateway_restart_reap.py (2✓, 20.2s)
[ 51.4% | 16413/~31960 | ✓18087 | ✗   63] ✓ tests\hermes_cli\test_status_provider_label.py (3✓, 14.1s)
[ 51.4% | 16417/~31960 | ✓18091 | ✗   63] ✓ tests\hermes_cli\test_state_db_guard.py (4✓, 16.4s)
[ 51.4% | 16419/~31960 | ✓18093 | ✗   63] ✓ tests\hermes_cli\test_subcommands_batch.py (2✓, 14.0s)
[ 51.4% | 16419/~31960 | ✓18093 | ✗   63] ✓ tests\hermes_cli\test_subparser_routing_fallback.py (12.3s)
[ 51.4% | 16427/~31960 | ✓18101 | ✗   63] ✓ tests\hermes_cli\test_stderr_timestamp.py (8✓, 17.1s)
[ 51.4% | 16438/~31960 | ✓18112 | ✗   63] ✓ tests\hermes_cli\test_stt_picker.py (11✓, 17.8s)
[ 51.4% | 16440/~31960 | ✓18114 | ✗   63] ✓ tests\hermes_cli\test_subcommands_profile_gateway.py (2✓, 14.3s)
[ 51.5% | 16447/~31960 | ✓18121 | ✗   63] ✓ tests\hermes_cli\test_slack_cli.py (7✓, 28.2s)
[ 51.5% | 16449/~31960 | ✓18131 | ✗   63] ✓ tests\hermes_cli\test_subcommands_followup.py (10✓, 15.6s)
[ 51.5% | 16456/~31960 | ✓18137 | ✗   63] ✓ tests\hermes_cli\test_session_recovery_lost_and_found.py (6✓ 1s, 56.4s)
[ 51.5% | 16464/~31960 | ✓18149 | ✗   63] ✓ tests\hermes_cli\test_studio_memory_endpoint.py (12✓, 21.0s)
[ 51.5% | 16465/~31960 | ✓18153 | ✗   63] ✓ tests\hermes_cli\test_subprocess_timeouts.py (4✓, 16.0s)
[ 51.5% | 16468/~31960 | ✓18156 | ✗   63] ✓ tests\hermes_cli\test_subscription_cli.py (3✓, 16.2s)
[ 51.5% | 16475/~31960 | ✓18163 | ✗   63] ✓ tests\hermes_cli\test_suppress_eio_on_interrupt.py (7✓, 16.5s)
[ 51.6% | 16480/~31960 | ✓18168 | ✗   63] ✓ tests\hermes_cli\test_systemd_optional_directives.py (5✓, 16.1s)
[ 51.6% | 16482/~31960 | ✓18170 | ✗   63] ✓ tests\hermes_cli\test_teams_pipeline_plugin_cli.py (2✓, 16.2s)
[ 51.6% | 16486/~31960 | ✓18174 | ✗   63] ✓ tests\hermes_cli\test_terminal_io_broken_81521.py (4✓, 14.9s)
[ 51.6% | 16488/~31960 | ✓18176 | ✗   63] ✓ tests\hermes_cli\test_terminal_menu_fallbacks.py (2✓, 13.3s)
[ 51.6% | 16490/~31960 | ✓18178 | ✗   63] ✓ tests\hermes_cli\test_system_stats_platform.py (2✓, 19.9s)
[ 51.6% | 16506/~31960 | ✓18194 | ✗   63] ✓ tests\hermes_cli\test_telegram_managed_bot.py (16✓, 18.3s)
[ 51.7% | 16508/~31960 | ✓18196 | ✗   63] ✓ tests\hermes_cli\test_systemd_watchdog_unit.py (2✓, 21.4s)
[ 51.8% | 16552/~31960 | ✓18280 | ✗   63] ✓ tests\hermes_cli\test_set_config_value.py (84✓, 63.0s)
[ 51.8% | 16558/~31960 | ✓18286 | ✗   63] ✓ tests\hermes_cli\test_tips.py (6✓, 15.1s)
[ 51.8% | 16560/~31960 | ✓18288 | ✗   63] ✓ tests\hermes_cli\test_toolset_validation.py (2✓, 13.9s)
[ 51.8% | 16562/~31960 | ✓18290 | ✗   63] ✓ tests\hermes_cli\test_timestamps_command.py (2✓, 15.7s)
[ 51.8% | 16563/~31960 | ✓18291 | ✗   63] ✓ tests\hermes_cli\test_tui_bundled.py (1✓, 13.4s)
[ 51.8% | 16566/~31960 | ✓18293 | ✗   63] ✓ tests\hermes_cli\test_tool_token_estimation.py (2✓ 1s, 17.3s)
[ 51.8% | 16570/~31960 | ✓18297 | ✗   63] ✓ tests\hermes_cli\test_tui_heap_sizing.py (4✓, 14.1s)
[ 51.9% | 16572/~31960 | ✓18299 | ✗   63] ✓ tests\hermes_cli\test_tui_mouse_residue_suppression.py (2✓, 13.5s)
[ 51.9% | 16574/~31960 | ✓18301 | ✗   63] ✓ tests\hermes_cli\test_tui_launcher_skips_plugin_discovery.py (2✓, 14.4s)
[ 51.9% | 16576/~31960 | ✓18303 | ✗   63] ✓ tests\hermes_cli\test_uninstall_dry_run.py (2✓, 13.2s)
[ 51.9% | 16579/~31960 | ✓18306 | ✗   63] ✓ tests\hermes_cli\test_tui_npm_install.py (3✓, 14.5s)
[ 51.9% | 16581/~31960 | ✓18308 | ✗   63] ✓ tests\hermes_cli\test_status_model_provider.py (2✓, 41.3s)
[ 51.9% | 16583/~31960 | ✓18308 | ✗   63] ✓ tests\hermes_cli\test_uninstall_node_symlinks.py (2s, 14.2s)
[ 51.9% | 16588/~31960 | ✓18311 | ✗   63] ✓ tests\hermes_cli\test_uninstall_shell_configs.py (3✓ 2s, 13.9s)
[ 51.9% | 16593/~31960 | ✓18318 | ✗   63] ✓ tests\hermes_cli\test_tools_disable_enable.py (7✓, 21.8s)
[ 51.9% | 16599/~31960 | ✓18324 | ✗   63] ✓ tests\hermes_cli\test_update_apply_shallow_count.py (6✓, 14.5s)
[ 52.0% | 16605/~31960 | ✓18330 | ✗   63] ✓ tests\hermes_cli\test_tui_resume_flow.py (6✓, 19.2s)
[ 52.0% | 16627/~31960 | ✓18361 | ✗   63] ✓ tests\hermes_cli\test_tencent_tokenhub_provider.py (31✓, 32.8s)
[ 52.0% | 16631/~31960 | ✓18365 | ✗   63] ✓ tests\hermes_cli\test_session_recovery.py (4✓, 81.6s)
